date,AAPL,MSFT,NVDA,AMD,BA,HON,LMT,JPM,XOM,PEP
2021-08-17,-0.008843,0.003818,-0.031168,-0.024362,-0.001554,0.012872,-0.013914,0.012586,0.005526,-0.011179
2021-08-18,-0.000230,0.025061,0.035883,0.013786,0.011928,-0.015593,0.006362,-0.009140,0.006071,0.017828
2021-08-19,-0.018359,-0.011024,-0.029780,-0.028969,-0.001282,0.005627,0.001529,-0.015510,-0.011043,-0.030745
2021-08-20,0.002219,0.016716,0.011844,-0.011611,-0.001577,0.006115,0.008236,0.018435,-0.008185,0.004992
2021-08-21,0.003814,0.029512,-0.024457,-0.008704,-0.007493,0.000643,0.013982,0.028038,0.008630,0.010903
2021-08-22,0.005009,-0.018679,-0.012242,0.002108,-0.007578,-0.002721,0.001243,0.010646,0.010758,0.010529
2021-08-23,-0.024597,-0.013591,-0.038145,-0.040076,-0.021094,-0.006620,-0.022773,-0.021451,-0.026602,-0.039685
2021-08-24,-0.011802,-0.005396,-0.024851,-0.040951,-0.021734,-0.002185,-0.030519,-0.021569,-0.005332,-0.031870
2021-08-25,-0.008147,-0.017233,-0.012079,-0.018721,-0.017239,0.004379,-0.022049,-0.018148,0.003112,-0.014430
2021-08-26,0.022148,0.003763,0.021042,0.016007,0.004980,0.008223,0.014565,0.022731,0.015020,0.010943
2021-08-27,0.016462,0.015546,-0.006071,0.010461,0.001317,0.007322,0.010706,0.013344,-0.000894,-0.000887
2021-08-28,0.018038,-0.002135,0.015908,-0.010422,-0.014380,-0.010947,-0.014692,-0.015613,0.000324,-0.001793
2021-08-29,-0.002736,-0.018831,-0.035139,-0.028297,-0.001710,-0.018057,-0.012864,-0.001678,-0.005319,-0.035360
2021-08-30,0.010349,0.012181,0.001411,-0.006161,0.012853,-0.018877,0.010429,0.001099,0.012040,-0.013875
2021-08-31,-0.026172,-0.024245,-0.026966,-0.009373,-0.006251,0.000347,-0.015974,-0.029285,-0.025828,-0.018986
2021-09-01,0.005340,0.021739,-0.010189,0.003978,0.002813,0.005141,-0.001492,0.013172,0.009705,-0.006037
2021-09-02,-0.003880,0.017429,-0.015427,0.010871,0.007810,0.009847,0.000046,0.016112,0.021788,-0.016203
2021-09-03,0.004490,-0.002202,-0.013649,-0.017943,-0.009045,-0.007097,-0.006516,0.017536,0.003828,-0.000375
2021-09-04,-0.003245,0.030790,0.006592,0.021479,0.011193,-0.008447,-0.000845,-0.005786,-0.001893,0.014326
2021-09-05,0.004062,-0.005853,0.003858,-0.003999,0.022151,0.014888,0.012043,0.002923,0.000056,-0.007019
2021-09-06,0.013019,-0.021336,-0.036271,-0.002910,0.006382,0.000432,0.009314,0.013982,0.017555,-0.000597
2021-09-07,0.004205,-0.002259,-0.015924,0.015451,-0.007582,-0.017067,0.012991,0.004070,-0.003266,0.003556
2021-09-08,-0.019331,-0.003672,-0.000349,-0.011684,0.013988,0.002493,-0.000249,0.012348,0.002095,0.019397
2021-09-09,0.017212,0.026821,0.028705,0.023469,0.013977,0.016460,0.030149,0.006828,0.011300,0.012413
2021-09-10,-0.007621,-0.010269,0.020021,0.004180,-0.003381,0.000084,0.021842,0.006895,-0.011473,0.009096
2021-09-11,0.009460,-0.003507,-0.002954,0.011172,-0.019637,0.002398,0.013381,-0.008991,-0.015370,-0.008204
2021-09-12,-0.017094,-0.022118,-0.029674,-0.049536,-0.024532,-0.018003,-0.017604,-0.017371,-0.025305,-0.042451
2021-09-13,0.023251,0.017350,-0.002655,0.033633,-0.007145,0.006843,0.005840,0.002961,0.018522,0.010591
2021-09-14,0.008970,0.007505,-0.002787,0.022159,0.013759,0.010699,0.021681,0.020721,0.014160,0.015704
2021-09-15,0.008226,-0.003533,-0.008383,-0.008433,0.021917,0.003407,0.004526,-0.001063,0.013520,0.000092
2021-09-16,0.000938,0.010431,0.002730,0.003053,0.000137,0.004182,-0.015163,-0.024278,-0.005346,0.005825
2021-09-17,0.004345,0.031169,0.019320,0.007969,0.011281,0.004508,0.007533,0.037035,0.010414,0.031555
2021-09-18,-0.024548,-0.005961,-0.012000,-0.022397,-0.000526,-0.009798,-0.026773,-0.016132,-0.015823,-0.019877
2021-09-19,-0.000525,-0.002752,-0.007846,-0.007160,-0.008127,0.026004,-0.012874,-0.008718,-0.014315,-0.000239
2021-09-20,-0.008485,-0.022173,-0.025674,-0.010543,-0.007577,-0.002296,-0.037617,-0.023039,-0.005240,-0.025556
2021-09-21,-0.000322,0.006771,0.022377,-0.004850,-0.015141,0.005828,-0.007461,-0.012520,0.010203,-0.002192
2021-09-22,-0.017942,0.007646,-0.028849,-0.018566,0.009237,0.002601,0.005338,-0.000287,0.002512,0.003007
2021-09-23,0.043981,0.021507,0.012365,0.036482,-0.001755,0.027814,0.023233,0.028339,0.007828,0.015586
2021-09-24,0.001782,0.010901,0.018150,0.019403,-0.005621,0.004867,0.015011,-0.017382,0.012303,0.012559
2021-09-25,-0.013282,0.022711,0.013091,0.002397,0.015867,0.006969,-0.005784,-0.017267,0.005646,0.007740
2021-09-26,-0.000758,0.003701,0.020159,0.015210,-0.011852,-0.008352,-0.003539,-0.013425,0.011959,0.013375
2021-09-27,0.000947,-0.011016,0.008392,-0.029027,0.022288,-0.002373,-0.022807,-0.039064,-0.006436,-0.008827
2021-09-28,-0.005952,0.006657,-0.004060,-0.004625,-0.009617,0.011854,-0.001997,-0.012312,0.016182,-0.013374
2021-09-29,0.007364,0.003997,0.015089,-0.014293,0.022088,0.005917,0.004423,0.014464,0.029684,0.013149
2021-09-30,-0.011706,-0.028309,-0.019343,-0.014876,0.002498,-0.017306,0.002040,-0.016292,-0.004862,0.004657
2021-10-01,0.006817,0.022417,0.049148,0.003788,0.005745,0.021094,0.008368,0.000458,0.009890,0.023388
2021-10-02,0.004632,0.024353,-0.002752,0.009676,0.019545,0.016618,0.002083,-0.000452,0.000519,0.011592
2021-10-03,0.004137,-0.007300,-0.018822,0.002879,0.021013,-0.010016,-0.012643,0.007832,-0.014319,-0.025562
2021-10-04,-0.006410,0.003199,0.023075,0.013149,0.001891,-0.013937,0.005597,-0.017742,-0.010885,0.025722
2021-10-05,0.016066,0.000223,0.005951,0.011006,0.003954,0.006762,-0.011259,0.001173,0.004517,-0.015972
2021-10-06,-0.000898,-0.013202,-0.005561,-0.006325,0.014433,0.012161,-0.000742,-0.018238,0.018167,-0.002520
2021-10-07,-0.003390,-0.005853,0.002411,0.012725,0.002107,0.009306,-0.001132,-0.007925,-0.005686,0.008486
2021-10-08,-0.017952,-0.037906,-0.037630,-0.049363,0.001172,0.007286,-0.036056,-0.007295,-0.023136,-0.018171
2021-10-09,0.002390,-0.012960,0.001835,0.014171,-0.005028,-0.019961,-0.003109,-0.021649,-0.006721,0.001160
2021-10-10,0.003291,-0.006722,0.013649,-0.001373,-0.015026,0.004973,-0.009803,0.008723,-0.006878,0.002336
2021-10-11,-0.001855,-0.004132,0.000333,-0.007415,-0.018108,-0.032197,-0.018008,-0.040402,-0.018803,0.000338
2021-10-12,0.008380,0.015560,-0.003802,0.018135,0.001364,0.015048,0.012412,-0.002522,-0.005872,0.006254
2021-10-13,-0.013799,0.001441,0.005516,-0.016091,0.001630,-0.006612,-0.007325,-0.012072,-0.008328,-0.011797
2021-10-14,-0.018957,-0.024633,0.018924,-0.011042,-0.009713,0.003610,0.003539,-0.027769,-0.003589,-0.032816
2021-10-15,0.010189,0.023048,0.013937,0.011046,0.003063,-0.010546,-0.003029,-0.008653,0.008373,0.011889
2021-10-16,-0.001281,0.002372,0.001916,-0.015630,-0.003755,-0.004944,-0.003825,0.007936,0.002735,0.008505
2021-10-17,-0.011661,-0.041098,-0.026588,-0.021830,-0.008817,-0.016081,-0.023999,-0.019076,-0.014012,-0.041120
2021-10-18,0.000551,0.002904,0.013913,0.013350,0.000448,0.024249,0.012572,0.006871,-0.018202,-0.012599
2021-10-19,-0.002675,-0.020846,-0.011529,-0.019790,0.002261,0.002776,-0.005158,-0.009007,-0.017106,-0.007776
2021-10-20,0.031932,0.004517,0.001087,0.019971,-0.011996,-0.005050,0.019750,0.005024,-0.010908,0.014117
2021-10-21,-0.007602,-0.026940,-0.023685,-0.009474,0.010166,-0.014463,-0.007246,-0.001395,-0.006948,-0.021035
2021-10-22,0.016224,0.005340,-0.025582,0.004434,0.021252,0.006989,0.015815,0.023744,0.022719,0.015059
2021-10-23,0.033831,0.009410,-0.031454,0.013822,0.013864,-0.016420,0.027828,0.019800,-0.010014,-0.007935
2021-10-24,0.000659,-0.000614,-0.018147,-0.000299,0.014622,-0.007887,0.002434,0.017047,0.014029,-0.003520
2021-10-25,-0.001766,-0.021576,0.005499,0.013556,-0.012086,-0.016074,-0.000445,-0.035289,-0.012837,-0.020689
2021-10-26,-0.003481,-0.009302,0.011090,0.011751,0.015786,0.015962,0.017706,-0.002003,-0.001683,0.003530
2021-10-27,-0.000078,0.021284,0.010495,0.008535,-0.005856,0.006461,0.003455,0.001611,0.012782,0.012693
2021-10-28,-0.004325,-0.003960,0.005180,-0.024686,-0.004349,0.010482,-0.021374,0.008264,-0.000220,-0.013616
2021-10-29,0.009823,0.009549,-0.007506,-0.005895,0.022279,0.020013,-0.013425,0.026431,0.008483,0.007085
2021-10-30,0.011373,-0.027017,-0.040696,-0.028757,-0.012424,-0.002623,-0.023314,-0.015540,-0.010886,-0.029711
2021-10-31,-0.003315,-0.004075,-0.010512,0.003136,-0.011391,0.005325,-0.013306,0.006836,-0.033373,-0.019169
2021-11-01,0.009453,-0.007922,-0.016294,0.008257,0.014759,-0.006057,0.004993,0.007152,-0.018469,-0.004721
2021-11-02,0.009189,-0.004356,0.005351,-0.010901,0.016133,0.004512,-0.002751,0.013859,-0.003089,-0.007447
2021-11-03,0.012765,0.015949,0.007050,0.010306,0.023419,-0.011584,0.010856,0.001535,-0.003122,0.030533
2021-11-04,-0.000598,0.011309,-0.018474,-0.010818,-0.022652,0.009786,0.025812,0.016614,-0.003014,-0.006682
2021-11-05,0.011636,0.016670,-0.022018,0.006205,0.019436,0.025281,0.026342,0.047497,0.019906,-0.001056
2021-11-06,-0.028895,0.001087,-0.016139,-0.011413,-0.013576,-0.005478,-0.021470,-0.028305,-0.000200,-0.007599
2021-11-07,0.005719,0.013533,-0.015862,0.009122,-0.004067,0.004939,0.009810,0.023946,-0.000543,0.003768
2021-11-08,-0.014737,0.001697,0.022836,0.025928,-0.000076,-0.014547,0.009997,-0.008658,0.003749,0.009663
2021-11-09,0.019697,-0.002068,0.015055,0.007900,0.015243,0.020629,0.017104,-0.010128,0.017581,0.008820
2021-11-10,0.011358,0.024115,0.028331,0.001524,-0.014518,-0.000984,-0.006224,0.007334,0.008518,-0.003505
2021-11-11,0.013128,-0.000280,0.011399,-0.003815,0.013001,-0.002987,-0.013278,-0.006411,0.001696,0.002709
2021-11-12,-0.002852,0.019513,0.030065,0.019248,0.010023,-0.008225,0.035504,-0.003346,0.022436,0.031516
2021-11-13,0.003185,0.011327,0.015573,0.014711,0.007625,0.004369,-0.001809,0.007008,0.016855,-0.004892
2021-11-14,-0.006893,0.013338,0.016575,0.021903,0.007849,0.000961,0.023685,0.006411,0.015316,0.003062
2021-11-15,0.002766,0.000867,0.021496,-0.005619,0.002703,0.006546,0.004242,-0.006819,-0.008847,-0.001621
2021-11-16,0.002830,0.020054,0.025693,-0.016081,-0.013452,0.000840,-0.002290,-0.004639,0.006533,-0.006156
2021-11-17,-0.017628,-0.027064,-0.031017,-0.011665,-0.017047,-0.017994,-0.007543,-0.009535,-0.021566,-0.016813
2021-11-18,-0.014106,-0.015904,0.006741,-0.006046,0.004200,-0.008133,-0.004171,-0.023881,-0.001875,-0.013693
2021-11-19,-0.004664,0.001994,-0.000173,-0.004243,-0.000518,0.008451,0.005740,0.008381,0.015098,-0.001914
2021-11-20,0.006092,-0.012965,-0.015650,-0.011840,-0.029048,-0.023758,-0.010603,-0.006445,-0.007141,-0.023258
2021-11-21,0.003433,0.001201,0.004756,0.027222,-0.002765,-0.004898,0.008752,-0.011603,0.008290,0.019095
2021-11-22,0.014684,-0.027988,-0.014902,-0.006358,0.021492,-0.014952,-0.000968,0.004003,0.007476,-0.012178
2021-11-23,-0.008964,0.013205,0.019448,0.001286,0.012240,0.012323,0.014073,0.000360,0.015192,0.023752
2021-11-24,-0.030528,-0.021162,-0.000292,-0.033198,-0.004273,-0.011396,-0.043341,-0.037787,-0.028156,0.002878
2021-11-25,-0.020046,-0.042543,-0.057889,-0.020029,-0.007178,-0.027778,-0.027218,-0.011187,-0.015912,-0.023206
2021-11-26,0.013644,0.015635,0.009117,0.034380,0.003351,-0.002219,0.012653,0.004333,-0.008010,0.011166
2021-11-27,0.002324,-0.006971,0.002445,-0.010189,0.005319,0.000579,-0.012249,0.009944,-0.002427,0.009212
2021-11-28,0.018150,0.019333,0.022250,0.022175,0.001786,-0.014567,0.013415,-0.007111,-0.005188,0.016260
2021-11-29,0.005278,0.043853,0.058850,0.036542,0.011946,0.014144,0.030834,-0.004871,0.004163,0.031904
2021-11-30,0.008738,0.007631,-0.003722,-0.032354,0.010062,0.008301,0.014363,0.025278,-0.000057,0.003497
2021-12-01,-0.030378,-0.026172,0.015505,-0.018556,-0.002604,-0.023756,-0.020593,-0.042606,-0.029839,-0.033208
2021-12-02,0.010336,-0.012310,-0.019556,0.004262,-0.000874,0.000105,-0.009332,0.025888,0.005001,0.015282
2021-12-03,-0.007288,0.012334,0.005703,0.004086,0.009323,0.010340,0.016323,0.028764,0.019555,0.003475
2021-12-04,-0.000382,-0.001729,0.018692,0.004654,0.012448,0.005609,0.008502,-0.014068,-0.022611,0.006452
2021-12-05,-0.011302,-0.012349,-0.004832,-0.008252,0.002123,0.007519,0.003458,0.000910,-0.004377,0.008637
2021-12-06,-0.006934,-0.002449,-0.018317,-0.022807,-0.005434,0.002919,0.000091,-0.039120,0.005478,-0.015466
2021-12-07,0.026299,0.031863,0.009336,0.021427,0.015045,-0.010954,0.010497,0.001396,0.016371,0.021534
2021-12-08,0.011665,0.029037,0.022280,0.026296,-0.000105,0.000218,0.015675,-0.007273,0.021841,-0.002936
2021-12-09,-0.004678,-0.028557,-0.034609,-0.019465,0.000383,-0.004519,-0.014915,-0.024314,-0.011253,-0.024073
2021-12-10,0.017324,0.024787,0.034436,0.047251,0.014753,0.006392,0.006240,0.029182,0.001223,0.014268
2021-12-11,-0.005187,-0.023963,-0.027368,-0.009695,0.004622,-0.017943,-0.011248,-0.018660,-0.011038,0.003145
2021-12-12,0.013523,0.020986,0.032145,0.050311,0.016055,-0.014040,0.026645,0.021650,-0.002406,0.017992
2021-12-13,-0.018475,-0.022729,-0.042475,-0.004197,-0.017733,-0.003928,-0.011954,-0.006756,0.001971,-0.021791
2021-12-14,0.005167,0.008734,0.012680,-0.002749,0.020324,0.016691,0.011636,0.005975,0.009344,-0.016964
2021-12-15,-0.016720,0.015049,0.013594,0.028521,-0.004860,-0.007140,0.003497,-0.012632,-0.032897,0.004053
2021-12-16,0.008458,0.004617,-0.017209,-0.002706,-0.001054,0.009997,-0.004595,0.009657,-0.018586,-0.007995
2021-12-17,0.020318,-0.003724,0.009999,-0.001619,-0.022872,0.010753,-0.006364,0.019588,0.024386,0.007394
2021-12-18,-0.006714,-0.005348,-0.008655,0.015460,0.016904,0.006133,-0.017700,-0.008924,-0.024047,-0.017929
2021-12-19,-0.001360,0.000921,0.003776,0.003386,0.010802,0.003688,-0.000395,-0.003498,0.023991,0.004033
2021-12-20,0.012543,-0.003801,-0.005745,0.009824,0.006398,0.013640,-0.001720,-0.004184,0.011254,0.017411
2021-12-21,-0.003261,0.030028,-0.010301,0.031257,-0.010381,0.000944,0.009458,0.017456,-0.002979,-0.009687
2021-12-22,0.005491,0.020388,0.004947,0.016752,0.003641,0.005638,0.019421,0.035827,0.008159,0.007213
2021-12-23,0.013689,0.035501,0.025980,0.016398,0.017691,0.006302,0.014666,0.019035,0.017396,0.014900
2021-12-24,0.000874,0.018994,-0.010843,0.021911,0.000588,-0.001218,0.001935,0.026597,0.003990,0.010417
2021-12-25,-0.001646,0.017609,0.020432,0.032888,-0.016889,0.008516,0.027783,-0.002033,-0.006150,0.008438
2021-12-26,0.002963,-0.016290,0.004286,0.009637,-0.006613,-0.001297,-0.010456,-0.012596,-0.011383,-0.018259
2021-12-27,-0.028637,0.012188,0.021174,0.005620,-0.002984,-0.001214,-0.000630,-0.019212,-0.003130,-0.003557
2021-12-28,-0.023298,-0.013740,0.014178,0.000635,-0.007171,-0.009545,-0.009148,-0.007496,-0.020725,-0.009743
2021-12-29,-0.008679,-0.000401,0.001558,0.002773,-0.010448,0.014523,0.003101,-0.028171,-0.003107,-0.002802
2021-12-30,0.005623,0.011597,-0.008650,0.016648,0.002915,-0.012731,0.013716,0.002482,0.005505,-0.001795
2021-12-31,0.005896,0.000210,0.032107,0.002830,0.009836,-0.011167,0.004884,0.012358,0.014180,-0.014388
2022-01-01,0.006010,0.005519,-0.007545,-0.020267,0.020825,0.002858,-0.007755,-0.005540,0.001128,-0.013078
2022-01-02,-0.021783,-0.012907,-0.008672,-0.033709,-0.034710,-0.008897,-0.001957,-0.032594,-0.010935,-0.009247
2022-01-03,0.007573,0.037801,0.023171,0.056678,-0.017970,0.006390,0.036445,0.022935,-0.010321,0.016498
2022-01-04,0.010525,0.010258,0.008598,0.031525,-0.007986,0.008881,0.000331,0.023473,0.000930,0.017870
2022-01-05,-0.000488,0.023376,0.021391,0.003945,-0.001573,0.013265,0.011432,0.012366,0.031336,0.031811
2022-01-06,0.017860,0.007711,-0.000126,0.012124,-0.032775,0.013993,-0.004775,0.014257,0.003222,0.004499
2022-01-07,-0.016168,-0.009569,-0.027350,-0.035557,0.003325,-0.006468,-0.022752,-0.019502,0.002665,-0.006012
2022-01-08,-0.013884,-0.009987,-0.014499,-0.014620,0.003256,-0.013002,0.006459,0.003013,-0.009428,-0.001871
2022-01-09,-0.032710,-0.038259,-0.058026,-0.037117,-0.018340,-0.018767,-0.017807,-0.040251,-0.033144,-0.039995
2022-01-10,-0.001291,0.018054,0.006988,0.028242,-0.006332,-0.011096,-0.006487,-0.005561,-0.014845,0.007968
2022-01-11,-0.005916,0.023347,0.003653,0.015238,0.000388,-0.012131,0.003862,0.004176,-0.013916,-0.001506
2022-01-12,0.010321,0.019804,0.019304,0.018457,0.012253,0.014672,0.018820,0.037407,0.010527,0.013060
2022-01-13,-0.006103,-0.025936,-0.033764,-0.009935,-0.020088,-0.008600,-0.007452,-0.005183,-0.030234,0.000545
2022-01-14,0.012484,0.000990,0.008190,0.002229,-0.011710,0.005065,0.009443,0.005832,-0.004722,-0.000207
2022-01-15,-0.000347,-0.004887,-0.000251,0.002933,0.002231,0.010173,0.015418,-0.001794,0.002534,0.006475
2022-01-16,-0.006295,-0.009944,-0.035225,-0.004529,-0.018637,-0.021511,-0.011350,-0.020405,-0.010290,-0.006366
2022-01-17,-0.014636,-0.015386,-0.006246,-0.011527,-0.025881,-0.022174,-0.026743,-0.011631,-0.021300,-0.012391
2022-01-18,-0.016010,-0.004926,-0.009806,-0.001392,-0.023317,-0.008993,-0.010590,-0.008440,-0.011054,0.007558
2022-01-19,0.001238,0.017844,-0.002794,0.011369,-0.001132,0.009413,0.026171,0.027726,0.019425,0.007057
2022-01-20,0.013807,-0.008039,-0.001091,-0.020897,0.013467,0.023475,-0.007536,0.006386,0.009374,0.003688
2022-01-21,-0.020487,-0.015635,-0.025062,-0.016804,-0.024355,-0.002181,-0.002949,-0.004217,-0.006183,-0.005595
2022-01-22,-0.009878,0.001711,0.031547,0.001402,0.004136,0.005350,-0.007316,-0.014182,-0.005055,0.020885
2022-01-23,0.006850,0.002672,0.015260,0.015446,0.010033,0.020026,0.005433,0.005961,0.018581,0.016236
2022-01-24,0.004870,0.000269,-0.012521,-0.001743,0.004742,0.001082,0.011094,0.005414,0.005166,-0.010252
2022-01-25,-0.003644,-0.021078,-0.008678,-0.037175,-0.005474,0.002060,-0.029243,-0.026292,-0.013695,-0.029336
2022-01-26,0.001906,0.000869,0.004105,-0.010166,-0.008896,0.009469,-0.005162,-0.013558,-0.019307,-0.025325
2022-01-27,-0.013906,-0.010005,-0.011916,-0.002792,-0.007947,-0.001179,-0.001744,-0.018995,0.008216,-0.013946
2022-01-28,0.006098,0.004513,0.016977,0.003440,0.007014,0.016243,0.008342,-0.000191,0.034701,0.001981
2022-01-29,0.013930,0.037490,0.028212,0.042440,0.025068,0.020962,0.034515,0.024400,0.014609,0.040374
2022-01-30,-0.004759,0.002972,-0.006977,0.005911,0.011758,0.011901,0.004746,0.021435,-0.004009,0.000363
2022-01-31,-0.009216,-0.011791,-0.010589,-0.025446,-0.015890,-0.022074,-0.033595,-0.026694,-0.027423,-0.015552
2022-02-01,0.006722,-0.009120,0.014323,0.022032,0.006099,0.006527,-0.006980,0.016419,-0.012158,0.010253
2022-02-02,0.017253,0.034658,0.026333,0.011797,0.019212,0.028575,0.020568,0.007006,0.014843,0.029934
2022-02-03,0.013666,0.024052,0.012929,0.016995,-0.006850,0.001646,0.013351,0.018117,-0.005083,0.008372
2022-02-04,0.005470,-0.002695,0.003148,0.021559,-0.005991,0.010347,0.006089,0.004835,0.010964,0.015856
2022-02-05,0.018402,-0.001399,0.014434,0.019239,0.008857,0.001221,0.020358,0.000919,0.005501,0.012339
2022-02-06,-0.000011,-0.001696,0.001293,-0.016969,0.031959,0.006924,-0.016298,0.007450,0.015390,0.005503
2022-02-07,0.001195,-0.008509,-0.017879,-0.024030,0.003242,0.002553,-0.022395,0.038106,0.003103,0.008218
2022-02-08,0.032356,-0.000895,-0.012835,0.004228,0.011044,0.005762,-0.005880,0.002422,0.019038,-0.002904
2022-02-09,0.001526,-0.019211,-0.027405,-0.011296,-0.004850,0.000322,-0.006630,-0.012353,-0.015215,-0.020655
2022-02-10,-0.012721,-0.010340,-0.002511,-0.009030,0.005335,-0.004828,-0.000350,-0.005571,0.014713,-0.006146
2022-02-11,-0.006385,0.029592,0.036880,-0.018123,0.011761,0.022554,-0.002115,-0.028380,-0.002072,-0.010155
2022-02-12,0.003199,0.008330,0.002551,0.005431,-0.010476,0.002881,-0.008922,0.000071,-0.002430,0.008543
2022-02-13,-0.014361,0.020509,0.013890,0.012157,0.014137,-0.001131,0.016382,-0.011448,0.010626,0.024510
2022-02-14,0.017895,0.023609,0.025768,0.025767,-0.002170,0.009859,0.013211,0.008690,0.008316,-0.010115
2022-02-15,-0.027677,-0.011051,-0.025003,-0.021586,-0.008516,-0.008644,-0.021623,0.000956,-0.010660,-0.002356
2022-02-16,0.000151,0.012566,0.008759,0.011760,-0.004496,0.014696,0.018283,0.024837,0.013689,0.009732
2022-02-17,-0.002751,0.013286,0.021192,0.015658,0.013357,-0.018916,0.002188,-0.008478,-0.016685,-0.020474
2022-02-18,-0.017083,-0.020443,-0.036199,-0.036578,-0.024560,-0.019693,-0.024785,-0.003456,-0.026521,-0.023199
2022-02-19,0.005865,-0.010977,-0.024178,0.003208,0.000376,-0.003552,-0.008043,0.019991,-0.004522,-0.017350
2022-02-20,-0.018341,0.003631,0.007885,0.003651,-0.007621,-0.011814,0.018419,-0.032213,-0.007209,0.000008
2022-02-21,0.008010,0.008576,0.016512,-0.012248,-0.005098,0.006174,-0.004474,-0.003911,0.021048,0.009634
2022-02-22,-0.011066,0.013921,-0.009018,-0.008052,0.005706,0.024823,0.008750,0.030009,0.016248,0.001198
2022-02-23,0.013946,-0.000884,-0.011486,-0.001967,0.006040,0.009806,0.001167,-0.031855,-0.000385,-0.013778
2022-02-24,-0.011964,-0.020340,-0.010644,0.010159,-0.019715,0.015870,0.003041,0.000994,-0.021457,-0.003986
2022-02-25,0.012344,0.031402,0.020606,0.015903,0.011794,-0.012268,0.019581,0.013254,0.001570,0.010431
2022-02-26,0.001771,0.001158,-0.026328,-0.030398,-0.002785,0.003821,-0.024023,0.005137,0.004871,-0.022157
2022-02-27,-0.002815,-0.024597,-0.027178,-0.030469,-0.019134,-0.003683,0.002157,-0.008129,0.004788,-0.002982
