date,AAPL_value,AAPL_momentum,AAPL_quality,MSFT_value,MSFT_momentum,MSFT_quality,NVDA_value,NVDA_momentum,NVDA_quality,AMD_value,AMD_momentum,AMD_quality,BA_value,BA_momentum,BA_quality,HON_value,HON_momentum,HON_quality,LMT_value,LMT_momentum,LMT_quality,JPM_value,JPM_momentum,JPM_quality,XOM_value,XOM_momentum,XOM_quality,PEP_value,PEP_momentum,PEP_quality
2021-03-23,-0.054754,0.152808,-0.024653,-0.100984,-0.021977,-0.138117,0.196930,0.017163,0.122509,-0.062546,-0.066227,0.066602,0.156158,0.036941,-0.101952,-0.229847,0.062262,-0.052435,-0.042944,-0.184360,0.124647,0.009012,0.034056,-0.042326,-0.181144,0.037826,0.039015,0.076441,-0.012243,0.069919
2021-03-24,-0.022365,0.128176,-0.031142,-0.057179,-0.065311,-0.159485,0.233406,0.002135,0.146458,-0.074874,-0.070168,0.051386,0.170490,-0.013102,-0.118379,-0.203152,0.066621,-0.095138,-0.058204,-0.137914,0.132011,0.037433,0.055014,-0.061392,-0.180409,0.061684,0.062569,0.081461,-0.030758,0.079587
2021-03-25,0.006418,0.150816,-0.032853,-0.057482,-0.048796,-0.139192,0.211632,0.034151,0.131693,-0.103478,-0.084046,0.038033,0.189141,-0.016361,-0.128276,-0.188035,0.078869,-0.092143,-0.079693,-0.145044,0.122094,0.030758,0.040186,-0.062051,-0.172467,0.100446,0.045094,0.115632,-0.020306,0.041631
2021-03-26,-0.003081,0.158240,-0.005117,-0.052225,-0.043970,-0.124563,0.220575,0.040842,0.143168,-0.084211,-0.072619,0.033993,0.172595,-0.012700,-0.133184,-0.181563,0.107029,-0.055496,-0.072987,-0.142305,0.133406,0.023668,0.037790,-0.077272,-0.173566,0.110749,0.058686,0.111019,-0.028855,0.058834
2021-03-27,-0.000250,0.111382,0.025793,-0.030117,-0.019723,-0.095731,0.182572,0.067542,0.172343,-0.066113,-0.056763,0.035822,0.145570,0.005403,-0.142374,-0.185843,0.122926,-0.058696,-0.075650,-0.132544,0.129802,0.020679,0.034674,-0.074428,-0.145351,0.113993,0.064456,0.128631,-0.025726,0.071585
2021-03-28,-0.000482,0.123579,0.020480,-0.010237,-0.008651,-0.089433,0.179792,0.069111,0.159515,-0.054676,-0.057987,0.010146,0.137995,-0.003574,-0.163522,-0.185300,0.125960,-0.062035,-0.088470,-0.117938,0.134507,0.061312,0.051299,-0.083562,-0.140416,0.111161,0.035608,0.118625,-0.057477,0.067971
2021-03-29,0.001268,0.104457,0.018342,-0.015739,0.013961,-0.069849,0.189622,0.092088,0.120694,-0.044752,-0.071002,0.018113,0.136775,-0.036555,-0.139064,-0.176486,0.122954,-0.075203,-0.104712,-0.141556,0.135343,0.067849,0.016766,-0.039911,-0.175940,0.104007,0.053712,0.100179,-0.058237,0.056160
2021-03-30,-0.000159,0.126995,-0.009560,-0.010650,-0.006391,-0.101788,0.183284,0.060517,0.127322,-0.044591,-0.047553,0.030064,0.124514,-0.057357,-0.111107,-0.165769,0.132895,-0.066621,-0.092547,-0.132507,0.142957,0.096534,-0.016151,-0.047761,-0.155565,0.074082,0.035921,0.104575,-0.030569,0.062893
2021-03-31,0.008953,0.134746,-0.014346,-0.020235,-0.029065,-0.123682,0.175205,0.062586,0.141294,-0.016762,-0.040520,0.003719,0.136213,-0.122655,-0.131607,-0.158359,0.150620,-0.090445,-0.078900,-0.110470,0.128386,0.108949,-0.003138,-0.058116,-0.156413,0.087081,0.035749,0.129662,-0.017274,0.082135
2021-04-01,-0.006955,0.134003,-0.035415,-0.022380,-0.053370,-0.126486,0.182153,0.058078,0.091515,0.008296,-0.085987,0.001707,0.128659,-0.123334,-0.138152,-0.128581,0.132287,-0.098480,-0.092674,-0.093600,0.110360,0.122268,-0.007361,-0.029273,-0.140625,0.064357,0.042939,0.106090,-0.055662,0.091576
2021-04-02,-0.004656,0.130875,0.002401,-0.038045,-0.033621,-0.130245,0.205081,0.055187,0.087619,0.024906,-0.126926,-0.010218,0.142687,-0.106060,-0.160792,-0.102688,0.112442,-0.104327,-0.084869,-0.097069,0.111222,0.108591,-0.032887,-0.007606,-0.129987,0.092934,0.019575,0.114632,-0.095262,0.117085
2021-04-03,0.005794,0.116813,-0.031045,-0.017486,-0.024025,-0.123018,0.201012,0.037019,0.069342,0.020541,-0.152885,0.001464,0.162120,-0.119259,-0.174948,-0.078894,0.099796,-0.110060,-0.086973,-0.086765,0.132798,0.114363,-0.040653,0.004894,-0.148289,0.068849,0.044929,0.106252,-0.097931,0.145353
2021-04-04,-0.010199,0.131624,-0.046459,-0.011193,0.011230,-0.147429,0.214791,0.025691,0.066457,0.043305,-0.156803,0.032150,0.197675,-0.112589,-0.169925,-0.062857,0.093887,-0.089566,-0.088384,-0.043711,0.148845,0.094347,-0.027196,0.022506,-0.137647,0.088661,0.059660,0.092084,-0.122968,0.136779
2021-04-05,0.026738,0.104137,-0.054789,-0.010129,-0.013399,-0.138588,0.163166,0.033645,0.081633,0.042103,-0.161868,0.024880,0.210683,-0.143679,-0.178113,-0.067155,0.141975,-0.068878,-0.121955,-0.044994,0.150954,0.082443,-0.038425,0.039705,-0.153608,0.096021,0.046132,0.078106,-0.121419,0.094967
2021-04-06,0.031919,0.082889,-0.076138,-0.003695,-0.038751,-0.110150,0.162827,0.022338,0.115401,0.043817,-0.164098,0.033949,0.189387,-0.146816,-0.169492,-0.055548,0.134779,-0.070709,-0.114211,-0.033313,0.169722,0.069891,-0.047873,0.007422,-0.120194,0.095174,0.070101,0.064856,-0.117763,0.100628
2021-04-07,0.033713,0.097743,-0.049481,-0.018024,-0.027618,-0.107479,0.152437,0.039659,0.102047,0.047654,-0.167706,0.021422,0.173078,-0.148252,-0.184731,-0.037654,0.138627,-0.099152,-0.099113,-0.047130,0.178827,0.072308,-0.055337,0.031671,-0.117003,0.090307,0.062536,0.055969,-0.116890,0.119228
2021-04-08,0.092063,0.103825,-0.052430,-0.016644,-0.034852,-0.103815,0.135461,0.070203,0.092346,0.020227,-0.195129,0.063029,0.206746,-0.135608,-0.191213,-0.043764,0.128171,-0.086520,-0.105082,-0.049384,0.172778,0.074616,-0.074646,0.024452,-0.097912,0.085268,0.060978,0.043215,-0.106005,0.137314
2021-04-09,0.098912,0.112218,-0.060141,-0.045734,-0.045467,-0.072951,0.120087,0.073729,0.107500,0.022159,-0.194930,0.052614,0.201555,-0.166784,-0.203098,-0.047371,0.113319,-0.100968,-0.102934,-0.007391,0.170432,0.054840,-0.060155,0.026860,-0.133691,0.094530,0.052134,0.021092,-0.118031,0.112920
2021-04-10,0.088558,0.138813,-0.088318,-0.042871,-0.013017,-0.074922,0.097287,0.053410,0.082674,0.038679,-0.198456,0.043154,0.166787,-0.141993,-0.205433,-0.036702,0.121135,-0.077894,-0.080130,0.015516,0.176786,0.058725,-0.063402,0.039214,-0.140020,0.076069,0.054296,0.034060,-0.094210,0.113849
2021-04-11,0.112875,0.135048,-0.094014,-0.079462,-0.026941,-0.058664,0.113812,0.059708,0.117148,0.063079,-0.199432,0.029023,0.121167,-0.120964,-0.246284,-0.012373,0.147205,-0.054570,-0.063315,0.003515,0.142759,0.084879,-0.059200,0.037718,-0.126187,0.083678,0.047529,0.036838,-0.102847,0.096415
2021-04-12,0.098906,0.149163,-0.069216,-0.079947,-0.050687,-0.048510,0.111837,0.062128,0.182983,0.092676,-0.197164,0.038407,0.130938,-0.113545,-0.202644,0.021143,0.142247,-0.051926,-0.067418,-0.004520,0.132961,0.102700,-0.081618,0.064002,-0.130513,0.073247,0.053179,0.022545,-0.116382,0.074297
2021-04-13,0.084945,0.139448,-0.120769,-0.095277,-0.029613,-0.063964,0.108859,0.055486,0.153002,0.056361,-0.169312,0.044773,0.087506,-0.121051,-0.165254,0.003393,0.149416,-0.058227,-0.051912,0.009512,0.125320,0.104956,-0.113250,0.100698,-0.116041,0.076287,0.060460,0.031408,-0.115970,0.101157
2021-04-14,0.061119,0.157806,-0.112735,-0.111365,-0.044722,-0.071578,0.098252,0.014935,0.184135,0.067230,-0.127405,0.041467,0.091322,-0.117798,-0.183822,-0.000046,0.131263,-0.057242,-0.036279,-0.008552,0.142420,0.116797,-0.125139,0.102274,-0.115623,0.088081,0.071556,0.025978,-0.119112,0.122879
2021-04-15,0.073733,0.157445,-0.091291,-0.127318,-0.032370,-0.080651,0.104833,0.044381,0.194506,0.078256,-0.119592,0.063039,0.105227,-0.114366,-0.174632,0.008087,0.106598,-0.020751,-0.037985,0.022495,0.093831,0.110842,-0.110310,0.086401,-0.119007,0.046534,0.081454,0.031936,-0.093227,0.107816
2021-04-16,0.067810,0.125999,-0.077241,-0.096854,-0.038492,-0.074866,0.080261,0.059019,0.189771,0.082633,-0.120339,0.076577,0.109393,-0.123348,-0.164428,0.023925,0.130358,-0.016611,-0.024058,0.038608,0.141253,0.115858,-0.109413,0.080619,-0.112288,0.084525,0.117494,0.011468,-0.109200,0.095091
2021-04-17,0.038844,0.130801,-0.088019,-0.099071,-0.031418,-0.101058,0.099242,0.086722,0.212889,0.079909,-0.074669,0.073366,0.107711,-0.119968,-0.125940,-0.006404,0.113605,-0.000303,-0.023901,0.007649,0.183528,0.136988,-0.092722,0.099135,-0.116961,0.105356,0.093979,0.015882,-0.137448,0.077028
2021-04-18,0.070013,0.118509,-0.108057,-0.050822,-0.049314,-0.111819,0.108191,0.051582,0.200411,0.085183,-0.046109,0.067694,0.092970,-0.089476,-0.115457,0.016948,0.106664,0.010120,-0.010093,-0.003668,0.157328,0.108311,-0.099819,0.055489,-0.121915,0.095406,0.095394,0.003074,-0.137447,0.073710
2021-04-19,0.080869,0.091321,-0.078661,-0.017742,-0.023100,-0.102760,0.088647,0.067281,0.164833,0.074572,-0.074064,0.053506,0.086437,-0.105706,-0.085690,0.033751,0.065707,0.003902,-0.049565,0.013690,0.165181,0.145200,-0.088219,0.083439,-0.108589,0.068122,0.077080,-0.000885,-0.115154,0.045360
2021-04-20,0.065719,0.085470,-0.042445,-0.067400,-0.011601,-0.067768,0.120588,0.045100,0.158675,0.073796,-0.075575,0.062404,0.107444,-0.130103,-0.102867,0.010813,0.057998,-0.009946,-0.058360,0.019804,0.208161,0.111201,-0.079036,0.076524,-0.113120,0.088163,0.094503,-0.000526,-0.126040,0.042932
2021-04-21,0.047554,0.077815,-0.015974,-0.074946,-0.008773,-0.052159,0.111053,0.060354,0.190759,0.099422,-0.052963,0.051188,0.085534,-0.096663,-0.106530,-0.011790,0.092841,-0.039520,-0.044889,-0.000112,0.153382,0.097797,-0.075455,0.101739,-0.135057,0.067970,0.067534,0.024137,-0.127276,0.056800
2021-04-22,0.030867,0.086186,-0.001580,-0.058936,-0.027496,-0.065666,0.111730,0.089937,0.198846,0.090264,-0.046261,0.032968,0.102802,-0.123443,-0.077333,0.029305,0.098121,-0.025123,-0.047487,-0.012677,0.153360,0.076575,-0.080610,0.099795,-0.126221,0.082688,0.046363,0.042735,-0.118248,0.068634
2021-04-23,0.056666,0.110978,0.020076,-0.055752,0.007875,-0.058320,0.148341,0.101234,0.204744,0.098940,-0.032726,0.039028,0.088544,-0.159993,-0.111481,0.012468,0.098200,-0.021336,-0.075200,-0.010359,0.115336,0.079592,-0.086671,0.087151,-0.140258,0.069099,0.074982,0.017148,-0.150517,0.067283
2021-04-24,0.084472,0.103618,0.011353,-0.059432,0.029742,-0.015336,0.129058,0.079326,0.204163,0.120395,-0.037993,0.015944,0.078224,-0.146901,-0.088772,-0.021762,0.082464,-0.037112,-0.078983,-0.016705,0.128573,0.042114,-0.098227,0.090513,-0.121953,0.117558,0.101467,0.001302,-0.164765,0.067020
2021-04-25,0.105407,0.092881,-0.007887,-0.062720,0.032020,0.009908,0.138794,0.081594,0.221572,0.157924,-0.049569,0.005844,0.047094,-0.156822,-0.085765,-0.037259,0.069906,-0.038451,-0.111220,-0.015305,0.099228,0.068784,-0.092217,0.086128,-0.107695,0.150182,0.102736,0.023349,-0.172331,0.054294
2021-04-26,0.107495,0.084440,-0.000910,-0.062994,0.031238,-0.022332,0.149711,0.051937,0.232771,0.143519,-0.046914,-0.000482,0.035370,-0.164451,-0.092855,-0.030708,0.065933,-0.021747,-0.069031,-0.038713,0.076853,0.091828,-0.090800,0.070905,-0.090615,0.122568,0.118789,0.023619,-0.150543,0.062469
2021-04-27,0.109151,0.071436,0.022612,-0.088170,0.033721,0.003037,0.164361,0.038205,0.257681,0.145738,-0.004902,0.044829,0.050280,-0.131007,-0.107894,-0.007536,0.061020,-0.016051,-0.069360,-0.053117,0.101388,0.066351,-0.083179,0.077400,-0.121480,0.104557,0.134098,0.059317,-0.138733,0.081342
2021-04-28,0.110819,0.075416,0.006580,-0.102941,0.034650,-0.016026,0.181853,0.046283,0.230530,0.107153,0.013475,0.025287,0.018868,-0.160141,-0.105939,0.008843,0.061330,-0.012280,-0.070564,-0.045810,0.062409,0.051743,-0.062105,0.077045,-0.119196,0.091673,0.136669,0.023484,-0.120533,0.091489
2021-04-29,0.132693,0.105451,0.027662,-0.107565,0.020599,-0.011117,0.206363,0.045901,0.238635,0.108986,0.022795,0.015246,0.024678,-0.169877,-0.087943,0.038405,0.085321,-0.002890,-0.099651,-0.074609,0.062953,0.047718,-0.062835,0.101590,-0.094623,0.053997,0.159329,0.005360,-0.101934,0.103687
2021-04-30,0.152719,0.117101,0.001927,-0.069028,0.047241,-0.040628,0.177949,0.038016,0.248403,0.115424,0.038514,-0.004003,-0.015880,-0.154414,-0.093549,0.026838,0.095341,-0.030555,-0.092008,-0.026698,0.074963,0.023613,-0.047384,0.106855,-0.109493,0.052979,0.158141,0.008032,-0.086345,0.054559
2021-05-01,0.134049,0.121216,-0.011616,-0.073414,0.026938,-0.051447,0.181182,0.036856,0.236899,0.115030,0.055479,-0.045525,0.010716,-0.138785,-0.102161,0.004747,0.088041,-0.027599,-0.109726,-0.024990,0.070764,0.021401,-0.086645,0.115341,-0.129289,0.014991,0.154145,0.028767,-0.108677,0.065197
2021-05-02,0.111106,0.131885,-0.011003,-0.096202,0.008786,-0.035491,0.194019,0.013008,0.191594,0.133476,0.061527,-0.049154,0.007840,-0.124364,-0.099918,-0.018194,0.093032,-0.036353,-0.132241,-0.060307,0.084127,0.007666,-0.095009,0.127581,-0.085296,-0.006807,0.131736,0.015303,-0.128643,0.101276
2021-05-03,0.069275,0.129864,-0.026943,-0.119249,-0.001752,-0.050336,0.190475,0.013693,0.188818,0.166430,0.059089,-0.046833,0.011998,-0.111465,-0.075962,-0.033223,0.087144,-0.034772,-0.140387,-0.073791,0.102676,0.028443,-0.094491,0.130407,-0.089977,0.004203,0.135951,0.017155,-0.121799,0.103526
2021-05-04,0.076622,0.111617,-0.056843,-0.094963,0.009562,-0.059553,0.179444,0.018182,0.225061,0.183447,0.067894,-0.067461,0.026812,-0.134584,-0.066169,0.021315,0.111085,-0.051907,-0.132076,-0.058405,0.098570,0.020244,-0.104426,0.112157,-0.132429,-0.004424,0.149452,-0.008300,-0.124479,0.105606
2021-05-05,0.070940,0.131829,-0.063061,-0.076685,0.004698,-0.050581,0.173026,0.061720,0.200565,0.169888,0.035871,-0.053946,0.036573,-0.128949,-0.068729,0.038623,0.083702,0.006543,-0.124233,-0.048910,0.077664,0.001381,-0.107725,0.101345,-0.136613,-0.024195,0.143044,-0.031144,-0.112665,0.107569
2021-05-06,0.064717,0.119175,-0.038737,-0.107911,0.013711,-0.051688,0.196089,0.083376,0.173988,0.163233,0.010763,-0.067284,0.036693,-0.107914,-0.062379,0.050272,0.110620,0.028930,-0.130038,-0.075915,0.056435,-0.009819,-0.131007,0.097479,-0.121694,-0.016033,0.150601,-0.043714,-0.115395,0.102399
2021-05-07,0.095123,0.094956,-0.060698,-0.118186,0.024478,-0.070359,0.221415,0.089023,0.184793,0.159074,-0.000123,-0.080906,0.061328,-0.151782,-0.083102,0.057869,0.119089,0.035451,-0.144812,-0.083381,0.044771,-0.025530,-0.110549,0.143402,-0.121133,0.002965,0.193265,-0.040925,-0.116181,0.086496
2021-05-08,0.105700,0.145405,-0.038390,-0.109697,0.025985,-0.062364,0.244892,0.077905,0.158498,0.163093,0.023370,-0.079004,0.047682,-0.155416,-0.079207,0.046714,0.145759,0.052623,-0.129097,-0.080305,0.056370,-0.059522,-0.093592,0.108098,-0.108121,0.005787,0.198814,-0.029967,-0.125661,0.085383
2021-05-09,0.074348,0.149526,-0.016594,-0.111837,0.002680,-0.102158,0.257920,0.074179,0.149333,0.183197,0.021649,-0.057370,0.047268,-0.161471,-0.046659,0.064206,0.166058,0.058988,-0.182212,-0.090036,0.072986,-0.036115,-0.081442,0.121884,-0.091594,-0.004116,0.218650,0.002906,-0.127375,0.089913
2021-05-10,0.078336,0.159021,0.002942,-0.122548,-0.015345,-0.089705,0.263170,0.089340,0.148964,0.164282,0.049033,-0.067155,0.096511,-0.154922,-0.054916,0.042054,0.175423,0.069175,-0.177370,-0.107697,0.064977,-0.055955,-0.105616,0.136197,-0.071478,-0.011090,0.172044,-0.034319,-0.080825,0.099043
2021-05-11,0.089939,0.159934,-0.018451,-0.141753,0.003842,-0.086997,0.251326,0.079907,0.159240,0.149706,0.039606,-0.055704,0.101873,-0.171837,-0.032816,0.061962,0.180376,0.065938,-0.161422,-0.140220,0.065159,-0.057594,-0.140046,0.097996,-0.063291,-0.005218,0.162008,-0.021634,-0.106009,0.065560
2021-05-12,0.095156,0.155569,-0.047128,-0.123250,-0.006291,-0.071975,0.242055,0.073643,0.134025,0.163976,0.049379,-0.062916,0.145155,-0.145605,-0.041970,0.077106,0.155958,0.043163,-0.157058,-0.124742,0.035531,-0.059405,-0.121734,0.119818,-0.042082,-0.022767,0.127856,-0.024311,-0.116440,0.064103
2021-05-13,0.121174,0.128028,-0.036174,-0.108096,-0.020782,-0.071381,0.254333,0.073446,0.166709,0.212220,0.056514,-0.085271,0.140464,-0.155162,-0.069378,0.087879,0.144509,0.036424,-0.181557,-0.133405,0.041357,-0.057232,-0.116061,0.098372,-0.069319,-0.002049,0.150962,-0.042775,-0.114450,0.032215
2021-05-14,0.152721,0.119535,-0.049633,-0.110230,-0.000439,-0.097889,0.247201,0.059149,0.149781,0.215359,0.085541,-0.099402,0.156130,-0.160938,-0.075720,0.082256,0.136439,0.012998,-0.179838,-0.102790,0.032309,-0.017262,-0.131295,0.115681,-0.072128,-0.010110,0.155542,-0.039209,-0.124753,0.013849
2021-05-15,0.173239,0.105327,-0.083681,-0.114829,0.035522,-0.119664,0.220660,0.067648,0.136918,0.189483,0.070823,-0.080604,0.151354,-0.159326,-0.064546,0.053435,0.112326,0.004744,-0.174045,-0.118249,0.049456,-0.015161,-0.123762,0.107079,-0.078786,-0.033357,0.172823,-0.063255,-0.143283,-0.003202
2021-05-16,0.160898,0.132065,-0.108157,-0.113743,0.048113,-0.135890,0.227065,0.052817,0.142945,0.189603,0.033555,-0.040428,0.166734,-0.145163,-0.013591,0.042358,0.111481,-0.017663,-0.175376,-0.094211,0.074123,-0.014718,-0.138309,0.106251,-0.059421,-0.043355,0.183247,-0.060911,-0.139746,-0.040813
2021-05-17,0.168048,0.125309,-0.084209,-0.102976,0.059383,-0.131623,0.222569,0.055913,0.092971,0.174861,0.027732,-0.063792,0.151194,-0.127730,-0.026412,0.020673,0.099234,-0.013973,-0.175793,-0.080299,0.073886,-0.029138,-0.132037,0.152823,-0.053474,-0.034544,0.169512,-0.041893,-0.141061,-0.024342
2021-05-18,0.133478,0.092119,-0.091685,-0.105916,0.073020,-0.162915,0.249960,0.046962,0.097617,0.172120,0.020014,-0.063392,0.148109,-0.150488,-0.033423,0.045804,0.123667,0.007337,-0.171080,-0.062835,0.070310,-0.053523,-0.111430,0.136724,-0.007452,-0.020927,0.150296,-0.012185,-0.129631,-0.032545
2021-05-19,0.123953,0.109185,-0.101204,-0.116727,0.108463,-0.150250,0.240561,0.047167,0.086199,0.160029,0.025147,-0.074126,0.137371,-0.196273,-0.011106,0.055962,0.130455,0.004367,-0.209162,-0.044326,0.092801,-0.054389,-0.105131,0.136241,-0.018194,-0.035105,0.150546,-0.026634,-0.121780,-0.028380
2021-05-20,0.115373,0.113421,-0.112621,-0.086448,0.144844,-0.161041,0.229022,0.022844,0.064377,0.142385,0.040004,-0.076634,0.126622,-0.169535,0.012349,0.058967,0.106460,-0.011072,-0.197121,-0.017817,0.087554,-0.041882,-0.062837,0.115343,0.005996,-0.043405,0.144427,-0.012848,-0.144880,-0.030611
2021-05-21,0.085865,0.125826,-0.109717,-0.064666,0.131200,-0.177598,0.200046,0.020844,0.076574,0.120168,0.077752,-0.073954,0.115699,-0.164886,0.005673,0.051386,0.098690,0.030747,-0.193292,-0.030523,0.072040,-0.025410,-0.067162,0.130370,0.025859,-0.054257,0.133961,-0.004600,-0.147662,-0.045593
2021-05-22,0.059680,0.136345,-0.119968,-0.047022,0.119258,-0.165696,0.235425,0.039872,0.079677,0.093338,0.131617,-0.017427,0.099033,-0.174089,0.039755,0.048498,0.076821,0.006177,-0.155060,-0.050371,0.105873,-0.016710,-0.082330,0.199825,0.016735,-0.061036,0.148725,-0.036823,-0.154743,-0.015683
2021-05-23,0.092117,0.160249,-0.088786,-0.036661,0.104812,-0.162061,0.253323,0.057244,0.140085,0.094634,0.146096,-0.047207,0.062204,-0.159079,0.033125,0.026921,0.061408,-0.005016,-0.168498,-0.058927,0.070977,-0.022098,-0.127551,0.203880,0.030957,-0.043104,0.165126,-0.046917,-0.123303,-0.028853
2021-05-24,0.108961,0.166010,-0.078286,-0.027655,0.099003,-0.159173,0.266150,0.066043,0.182733,0.079110,0.108962,-0.043865,0.059359,-0.171383,0.044543,-0.003353,0.062685,-0.010319,-0.151283,-0.063173,0.065206,-0.016064,-0.136611,0.227063,0.037964,-0.046329,0.175512,-0.033474,-0.103929,-0.027258
2021-05-25,0.121180,0.122551,-0.081356,-0.041566,0.136039,-0.131332,0.251968,0.066642,0.199363,0.043261,0.118379,-0.045641,0.047583,-0.189242,0.031823,-0.016145,0.063610,0.044280,-0.133097,-0.061977,0.065987,-0.027496,-0.109351,0.222810,0.043020,-0.012273,0.167114,-0.019323,-0.126496,-0.035321
2021-05-26,0.100343,0.111533,-0.064061,-0.011115,0.120720,-0.120763,0.221808,0.055063,0.187839,0.015674,0.109688,-0.039187,0.060804,-0.178921,0.044956,0.039952,0.075955,0.054769,-0.098447,-0.072354,0.051944,-0.038029,-0.117128,0.238342,0.029930,-0.002671,0.154041,-0.014892,-0.105017,-0.023348
2021-05-27,0.098922,0.108225,-0.084044,0.006465,0.122327,-0.072282,0.231380,0.072580,0.182184,0.010464,0.096273,-0.026703,0.043180,-0.199875,0.023918,0.063459,0.077330,0.040685,-0.097437,-0.086675,0.048874,-0.055356,-0.126958,0.279421,0.018027,0.022502,0.146224,0.027768,-0.103905,-0.033851
2021-05-28,0.088988,0.083702,-0.078668,0.007992,0.104362,-0.075727,0.232727,0.024937,0.175680,0.005761,0.095975,0.014807,0.028457,-0.193444,0.017472,0.087117,0.098346,0.033403,-0.104844,-0.094507,0.045911,-0.017233,-0.115855,0.253858,0.024005,0.046604,0.171758,0.018869,-0.088240,-0.063191
2021-05-29,0.063819,0.055480,-0.081266,0.006678,0.126394,-0.057732,0.240797,0.016383,0.174673,0.025579,0.075527,0.038235,0.070105,-0.212409,0.037316,0.035414,0.075827,0.044714,-0.089295,-0.078038,0.060816,-0.012538,-0.121815,0.275147,0.021265,0.031837,0.203942,0.011723,-0.110066,-0.051394
2021-05-30,0.044326,0.065336,-0.055875,0.050653,0.103008,-0.031385,0.285227,0.017951,0.178819,0.015397,0.075674,0.028087,0.052566,-0.192604,0.044764,0.049814,0.066628,0.064685,-0.103672,-0.041779,0.073021,-0.001630,-0.122242,0.304551,0.066453,0.047104,0.190678,-0.005332,-0.136131,-0.003370
2021-05-31,0.038945,0.060133,-0.056852,0.015210,0.093029,-0.035461,0.309375,0.015974,0.198005,0.034859,0.024289,0.032356,0.050763,-0.176216,0.024698,0.051195,0.060776,0.055748,-0.073813,-0.051571,0.051919,0.026930,-0.122846,0.283413,0.079232,0.049734,0.220624,-0.018777,-0.133546,-0.011140
2021-06-01,0.029032,0.071064,-0.031130,0.001502,0.097298,-0.017753,0.340609,0.030249,0.180923,0.037028,0.011945,0.025990,0.064347,-0.186440,0.060715,0.083451,0.055403,0.032989,-0.081059,-0.027552,0.054725,0.017661,-0.124998,0.273750,0.071321,0.074103,0.240305,0.028732,-0.138242,-0.041221
2021-06-02,0.023187,0.065037,-0.003957,-0.023602,0.123936,-0.021559,0.319397,0.025420,0.162282,0.048359,-0.005586,0.020927,0.069302,-0.188443,0.067275,0.097522,0.074476,0.042780,-0.068289,-0.040218,0.038407,0.018563,-0.086243,0.293167,0.097965,0.056950,0.272497,0.010204,-0.122524,-0.027992
2021-06-03,0.039398,0.090305,-0.012864,-0.029243,0.109354,-0.044962,0.294016,0.018679,0.160047,0.047667,-0.019280,-0.013807,0.056905,-0.182887,0.085601,0.120429,0.080451,0.062532,-0.069233,-0.083642,0.013005,0.023056,-0.101076,0.303874,0.119972,0.070259,0.245190,0.027911,-0.110642,-0.024294
2021-06-04,0.051303,0.072430,-0.031772,-0.058346,0.102376,-0.046111,0.303924,0.019651,0.131978,0.059038,0.015389,-0.018513,0.038415,-0.179046,0.103759,0.122801,0.075239,0.072984,-0.063864,-0.082448,0.013631,0.029641,-0.098653,0.297812,0.133744,0.075770,0.244127,-0.005204,-0.078179,-0.020951
2021-06-05,0.031613,0.104384,-0.024403,-0.075024,0.110795,-0.062640,0.270077,0.042045,0.115645,0.042163,0.019936,-0.026945,-0.014965,-0.184884,0.129664,0.135645,0.038580,0.075725,-0.056734,-0.070709,-0.022668,-0.000705,-0.097696,0.306985,0.137978,0.099182,0.251955,0.026259,-0.086362,-0.029190
2021-06-06,0.017293,0.093077,-0.025656,-0.068960,0.099084,-0.058229,0.267132,0.024910,0.150040,0.020304,0.008111,-0.003315,-0.030149,-0.192514,0.164884,0.104896,0.021057,0.077424,-0.051265,-0.079115,-0.039496,0.002213,-0.098071,0.349027,0.149616,0.088539,0.234347,0.030283,-0.081132,-0.036365
2021-06-07,-0.007788,0.097122,-0.025897,-0.059363,0.091180,-0.056697,0.225259,0.036854,0.159925,-0.001633,0.061863,0.015122,-0.069810,-0.210177,0.182418,0.126141,0.036254,0.074890,-0.056033,-0.081620,-0.049099,-0.032220,-0.096119,0.363393,0.139474,0.079527,0.208628,0.032203,-0.063012,-0.019460
2021-06-08,-0.018288,0.047932,-0.016720,-0.070405,0.079586,-0.054437,0.192513,0.043257,0.184657,0.015923,0.086583,0.015956,-0.046800,-0.225039,0.173099,0.137035,0.070264,0.101725,-0.075699,-0.084326,-0.028561,-0.028215,-0.053388,0.371164,0.124271,0.080370,0.195196,0.037378,-0.041420,-0.033341
2021-06-09,0.007132,0.059446,-0.036798,-0.079343,0.060167,-0.068696,0.186852,0.060767,0.177073,0.008489,0.087511,0.002489,-0.022263,-0.246030,0.195389,0.121548,0.059436,0.110065,-0.059162,-0.067052,0.018245,-0.006806,-0.052303,0.348318,0.141631,0.104438,0.188127,0.043117,-0.044656,-0.058072
2021-06-10,0.006940,0.058428,-0.030756,-0.048451,0.064870,-0.067819,0.177883,0.068142,0.157463,0.016509,0.060334,-0.009625,-0.038049,-0.221210,0.210778,0.120194,0.052954,0.136499,-0.045372,-0.056931,0.010819,-0.014130,-0.058007,0.350401,0.128376,0.102987,0.178228,0.034228,-0.042210,-0.061995
2021-06-11,-0.015059,0.044649,-0.034436,-0.024753,0.035263,-0.073587,0.177706,0.071014,0.145375,-0.008735,0.061404,-0.021411,-0.041542,-0.187588,0.189334,0.098244,0.062211,0.144178,-0.061374,-0.046957,0.029560,0.008033,-0.051709,0.304349,0.130225,0.119340,0.168751,0.033003,-0.038577,-0.048115
